korean,latin,transcription
쿰,kum,kʰum
쿱,kub,kʰup
쿲,kubs,kʰups
쿳,kus,kʰus
쿴,kuss,kʰus͈
쿵,kung,kʰuŋ
쿶,kuj,kʰut͡ɕ
쿷,kuch,kʰut͡ɕʰ
쿸,kuk,kʰukʰ
쿹,kut,kʰutʰ
쿺,kup,kʰupʰ
쿻,kuh,kʰuh
쿼,kweo,kʰwʌ
쿽,kweog,kʰwʌk
쿾,kweogg,kʰwʌk͈
쿿,kweogs,kʰwʌks
퀀,kweon,kʰwʌn
퀁,kweonj,kʰwʌnɟ
퀂,kweonh,kʰwʌnh
퀃,kweod,kʰwʌt
퀄,kweol,kʰwʌɾ
퀅,kweolg,kʰwʌlg
퀆,kweolm,kʰwʌlm
퀇,kweolb,kʰwʌlb
퀈,kweols,kʰwʌls
퀉,kweolt,kʰwʌltʰ
퀊,kweolp,kʰwʌlpʰ
퀋,kweolh,kʰwʌlh
퀌,kweom,kʰwʌm
퀍,kweob,kʰwʌp
퀎,kweobs,kʰwʌps
퀏,kweos,kʰwʌs
퀐,kweoss,kʰwʌs͈
퀑,kweong,kʰwʌŋ
퀒,kweoj,kʰwʌt͡ɕ
퀓,kweoch,kʰwʌt͡ɕʰ
퀔,kweok,kʰwʌkʰ
퀕,kweot,kʰwʌtʰ
퀖,kweop,kʰwʌpʰ
퀗,kweoh,kʰwʌh
퀘,kwe,kʰwe
퀙,kweg,kʰwek
퀚,kwegg,kʰwek͈
퀛,kwegs,kʰweks
퀜,kwen,kʰwen
퀝,kwenj,kʰwenɟ
퀞,kwenh,kʰwenh
퀟,kwed,kʰwet
퀠,kwel,kʰweɾ
퀡,kwelg,kʰwelg
퀢,kwelm,kʰwelm
퀣,kwelb,kʰwelb
퀤,kwels,kʰwels
퀥,kwelt,kʰweltʰ
퀦,kwelp,kʰwelpʰ
퀧,kwelh,kʰwelh
퀨,kwem,kʰwem
퀩,kweb,kʰwep
퀪,kwebs,kʰweps
퀫,kwes,kʰwes
퀬,kwess,kʰwes͈
퀭,kweng,kʰweŋ
퀮,kwej,kʰwet͡ɕ
퀯,kwech,kʰwet͡ɕʰ
퀰,kwek,kʰwekʰ
퀱,kwet,kʰwetʰ
퀲,kwep,kʰwepʰ
퀳,kweh,kʰweh
퀴,kwi,kʰwi
퀵,kwig,kʰwik
퀶,kwigg,kʰwik͈
퀷,kwigs,kʰwiks
퀸,kwin,kʰwin
퀹,kwinj,kʰwinɟ
퀺,kwinh,kʰwinh
퀻,kwid,kʰwit
퀼,kwil,kʰwiɾ
퀽,kwilg,kʰwilg
퀾,kwilm,kʰwilm
퀿,kwilb,kʰwilb
큀,kwils,kʰwils
큁,kwilt,kʰwiltʰ
큂,kwilp,kʰwilpʰ
큃,kwilh,kʰwilh
큄,kwim,kʰwim
큅,kwib,kʰwip
큆,kwibs,kʰwips
큇,kwis,kʰwis
큈,kwiss,kʰwis͈
큉,kwing,kʰwiŋ
큊,kwij,kʰwit͡ɕ
큋,kwich,kʰwit͡ɕʰ
큌,kwik,kʰwikʰ
큍,kwit,kʰwitʰ
큎,kwip,kʰwipʰ
큏,kwih,kʰwih
큐,kyu,kʰju
큑,kyug,kʰjuk
큒,kyugg,kʰjuk͈
큓,kyugs,kʰjuks
큔,kyun,kʰjun
큕,kyunj,kʰjunɟ
큖,kyunh,kʰjunh
큗,kyud,kʰjut
큘,kyul,kʰjuɾ
큙,kyulg,kʰjulg
큚,kyulm,kʰjulm
큛,kyulb,kʰjulb
큜,kyuls,kʰjuls
큝,kyult,kʰjultʰ
큞,kyulp,kʰjulpʰ
큟,kyulh,kʰjulh
큠,kyum,kʰjum
큡,kyub,kʰjup
큢,kyubs,kʰjups
큣,kyus,kʰjus
큤,kyuss,kʰjus͈
큥,kyung,kʰjuŋ
큦,kyuj,kʰjut͡ɕ
큧,kyuch,kʰjut͡ɕʰ
큨,kyuk,kʰjukʰ
큩,kyut,kʰjutʰ
큪,kyup,kʰjupʰ
큫,kyuh,kʰjuh
크,keu,kʰɨ
큭,keug,kʰɨk
큮,keugg,kʰɨk͈
큯,keugs,kʰɨks
큰,keun,kʰɨn
큱,keunj,kʰɨnɟ
큲,keunh,kʰɨnh
큳,keud,kʰɨt
클,keul,kʰɨɾ
큵,keulg,kʰɨlg
큶,keulm,kʰɨlm
큷,keulb,kʰɨlb
큸,keuls,kʰɨls
큹,keult,kʰɨltʰ
큺,keulp,kʰɨlpʰ
큻,keulh,kʰɨlh
큼,keum,kʰɨm
큽,keub,kʰɨp
큾,keubs,kʰɨps
큿,keus,kʰɨs
킀,keuss,kʰɨs͈
킁,keung,kʰɨŋ
킂,keuj,kʰɨt͡ɕ
킃,keuch,kʰɨt͡ɕʰ
킄,keuk,kʰɨkʰ
킅,keut,kʰɨtʰ
킆,keup,kʰɨpʰ
킇,keuh,kʰɨh
킈,kyi,kʰы
킉,kyig,kʰыk
킊,kyigg,kʰыk͈
킋,kyigs,kʰыks
킌,kyin,kʰыn
킍,kyinj,kʰыnɟ
킎,kyinh,kʰыnh
킏,kyid,kʰыt
킐,kyil,kʰыɾ
킑,kyilg,kʰыlg
킒,kyilm,kʰыlm
킓,kyilb,kʰыlb
킔,kyils,kʰыls
킕,kyilt,kʰыltʰ
킖,kyilp,kʰыlpʰ
킗,kyilh,kʰыlh
킘,kyim,kʰыm
킙,kyib,kʰыp
킚,kyibs,kʰыps
킛,kyis,kʰыs
킜,kyiss,kʰыs͈
킝,kying,kʰыŋ
킞,kyij,kʰыt͡ɕ
킟,kyich,kʰыt͡ɕʰ
킠,kyik,kʰыkʰ
킡,kyit,kʰыtʰ
킢,kyip,kʰыpʰ
킣,kyih,kʰыh
키,ki,kʰi
킥,kig,kʰik
킦,kigg,kʰik͈
킧,kigs,kʰiks
킨,kin,kʰin
킩,kinj,kʰinɟ
킪,kinh,kʰinh
킫,kid,kʰit
킬,kil,kʰiɾ
킭,kilg,kʰilg
킮,kilm,kʰilm
킯,kilb,kʰilb
킰,kils,kʰils
킱,kilt,kʰiltʰ
킲,kilp,kʰilpʰ
킳,kilh,kʰilh
킴,kim,kʰim
킵,kib,kʰip
킶,kibs,kʰips
킷,kis,kʰis
킸,kiss,kʰis͈
킹,king,kʰiŋ
킺,kij,kʰit͡ɕ
킻,kich,kʰit͡ɕʰ
킼,kik,kʰikʰ
킽,kit,kʰitʰ
킾,kip,kʰipʰ
킿,kih,kʰih
타,ta,tʰɐ
탁,tag,tʰɐk
탂,tagg,tʰɐk͈
탃,tags,tʰɐks
탄,tan,tʰɐn
탅,tanj,tʰɐnɟ
탆,tanh,tʰɐnh
탇,tad,tʰɐt
탈,tal,tʰɐɾ
탉,talg,tʰɐlg
탊,talm,tʰɐlm
탋,talb,tʰɐlb
탌,tals,tʰɐls
탍,talt,tʰɐltʰ
탎,talp,tʰɐlpʰ
탏,talh,tʰɐlh
탐,tam,tʰɐm
탑,tab,tʰɐp
탒,tabs,tʰɐps
탓,tas,tʰɐs
탔,tass,tʰɐs͈
탕,tang,tʰɐŋ
탖,taj,tʰɐt͡ɕ
탗,tach,tʰɐt͡ɕʰ
탘,tak,tʰɐkʰ
탙,tat,tʰɐtʰ
탚,tap,tʰɐpʰ
탛,tah,tʰɐh
태,tae,tʰɛ
택,taeg,tʰɛk
탞,taegg,tʰɛk͈
탟,taegs,tʰɛks
탠,taen,tʰɛn
탡,taenj,tʰɛnɟ
탢,taenh,tʰɛnh
탣,taed,tʰɛt
탤,tael,tʰɛɾ
탥,taelg,tʰɛlg
탦,taelm,tʰɛlm
탧,taelb,tʰɛlb
탨,taels,tʰɛls
탩,taelt,tʰɛltʰ
탪,taelp,tʰɛlpʰ
탫,taelh,tʰɛlh
탬,taem,tʰɛm
탭,taeb,tʰɛp
탮,taebs,tʰɛps
탯,taes,tʰɛs
탰,taess,tʰɛs͈
탱,taeng,tʰɛŋ
탲,taej,tʰɛt͡ɕ
탳,taech,tʰɛt͡ɕʰ
탴,taek,tʰɛkʰ
탵,taet,tʰɛtʰ
탶,taep,tʰɛpʰ
탷,taeh,tʰɛh
탸,tya,tʰjɐ
탹,tyag,tʰjɐk
탺,tyagg,tʰjɐk͈
탻,tyags,tʰjɐks
탼,tyan,tʰjɐn
탽,tyanj,tʰjɐnɟ
탾,tyanh,tʰjɐnh
탿,tyad,tʰjɐt
턀,tyal,tʰjɐɾ
턁,tyalg,tʰjɐlg
턂,tyalm,tʰjɐlm
턃,tyalb,tʰjɐlb
턄,tyals,tʰjɐls
턅,tyalt,tʰjɐltʰ
턆,tyalp,tʰjɐlpʰ
턇,tyalh,tʰjɐlh
턈,tyam,tʰjɐm
턉,tyab,tʰjɐp
턊,tyabs,tʰjɐps
턋,tyas,tʰjɐs
턌,tyass,tʰjɐs͈
턍,tyang,tʰjɐŋ
턎,tyaj,tʰjɐt͡ɕ
턏,tyach,tʰjɐt͡ɕʰ
턐,tyak,tʰjɐkʰ
턑,tyat,tʰjɐtʰ
턒,tyap,tʰjɐpʰ
턓,tyah,tʰjɐh
턔,tyae,tʰjɛ
턕,tyaeg,tʰjɛk
턖,tyaegg,tʰjɛk͈
턗,tyaegs,tʰjɛks
턘,tyaen,tʰjɛn
턙,tyaenj,tʰjɛnɟ
턚,tyaenh,tʰjɛnh
턛,tyaed,tʰjɛt
턜,tyael,tʰjɛɾ
턝,tyaelg,tʰjɛlg
턞,tyaelm,tʰjɛlm
턟,tyaelb,tʰjɛlb
턠,tyaels,tʰjɛls
턡,tyaelt,tʰjɛltʰ
턢,tyaelp,tʰjɛlpʰ
턣,tyaelh,tʰjɛlh
턤,tyaem,tʰjɛm
턥,tyaeb,tʰjɛp
턦,tyaebs,tʰjɛps
턧,tyaes,tʰjɛs
턨,tyaess,tʰjɛs͈
턩,tyaeng,tʰjɛŋ
턪,tyaej,tʰjɛt͡ɕ
턫,tyaech,tʰjɛt͡ɕʰ
턬,tyaek,tʰjɛkʰ
턭,tyaet,tʰjɛtʰ
턮,tyaep,tʰjɛpʰ
턯,tyaeh,tʰjɛh
터,teo,tʰʌ
턱,teog,tʰʌk
턲,teogg,tʰʌk͈
턳,teogs,tʰʌks
턴,teon,tʰʌn
턵,teonj,tʰʌnɟ
턶,teonh,tʰʌnh
턷,teod,tʰʌt
털,teol,tʰʌɾ
턹,teolg,tʰʌlg
턺,teolm,tʰʌlm
턻,teolb,tʰʌlb
턼,teols,tʰʌls
턽,teolt,tʰʌltʰ
턾,teolp,tʰʌlpʰ
턿,teolh,tʰʌlh
텀,teom,tʰʌm
텁,teob,tʰʌp
텂,teobs,tʰʌps
텃,teos,tʰʌs
텄,teoss,tʰʌs͈
텅,teong,tʰʌŋ
텆,teoj,tʰʌt͡ɕ
텇,teoch,tʰʌt͡ɕʰ
텈,teok,tʰʌkʰ
텉,teot,tʰʌtʰ
텊,teop,tʰʌpʰ
텋,teoh,tʰʌh
테,te,tʰe
텍,teg,tʰek
텎,tegg,tʰek͈
텏,tegs,tʰeks
텐,ten,tʰen
텑,tenj,tʰenɟ
텒,tenh,tʰenh
텓,ted,tʰet
텔,tel,tʰeɾ
텕,telg,tʰelg
텖,telm,tʰelm
텗,telb,tʰelb
텘,tels,tʰels
텙,telt,tʰeltʰ
텚,telp,tʰelpʰ
텛,telh,tʰelh
템,tem,tʰem
텝,teb,tʰep
텞,tebs,tʰeps
텟,tes,tʰes
텠,tess,tʰes͈
텡,teng,tʰeŋ
텢,tej,tʰet͡ɕ
텣,tech,tʰet͡ɕʰ
텤,tek,tʰekʰ
텥,tet,tʰetʰ
텦,tep,tʰepʰ
텧,teh,tʰeh
텨,tyeo,tʰjʌ
텩,tyeog,tʰjʌk
텪,tyeogg,tʰjʌk͈
텫,tyeogs,tʰjʌks
텬,tyeon,tʰjʌn
텭,tyeonj,tʰjʌnɟ
텮,tyeonh,tʰjʌnh
텯,tyeod,tʰjʌt
텰,tyeol,tʰjʌɾ
텱,tyeolg,tʰjʌlg
텲,tyeolm,tʰjʌlm
텳,tyeolb,tʰjʌlb
텴,tyeols,tʰjʌls
텵,tyeolt,tʰjʌltʰ
텶,tyeolp,tʰjʌlpʰ
텷,tyeolh,tʰjʌlh
텸,tyeom,tʰjʌm
텹,tyeob,tʰjʌp
텺,tyeobs,tʰjʌps
텻,tyeos,tʰjʌs
텼,tyeoss,tʰjʌs͈
텽,tyeong,tʰjʌŋ
텾,tyeoj,tʰjʌt͡ɕ
텿,tyeoch,tʰjʌt͡ɕʰ
톀,tyeok,tʰjʌkʰ
톁,tyeot,tʰjʌtʰ
톂,tyeop,tʰjʌpʰ
톃,tyeoh,tʰjʌh
톄,tye,tʰje
톅,tyeg,tʰjek
톆,tyegg,tʰjek͈
톇,tyegs,tʰjeks
톈,tyen,tʰjen
톉,tyenj,tʰjenɟ
톊,tyenh,tʰjenh
톋,tyed,tʰjet
톌,tyel,tʰjeɾ
톍,tyelg,tʰjelg
톎,tyelm,tʰjelm
톏,tyelb,tʰjelb
톐,tyels,tʰjels
톑,tyelt,tʰjeltʰ
톒,tyelp,tʰjelpʰ
톓,tyelh,tʰjelh
톔,tyem,tʰjem
톕,tyeb,tʰjep
톖,tyebs,tʰjeps
톗,tyes,tʰjes
톘,tyess,tʰjes͈
톙,tyeng,tʰjeŋ
톚,tyej,tʰjet͡ɕ
톛,tyech,tʰjet͡ɕʰ
톜,tyek,tʰjekʰ
톝,tyet,tʰjetʰ
톞,tyep,tʰjepʰ
톟,tyeh,tʰjeh
토,to,tʰo
톡,tog,tʰok
톢,togg,tʰok͈
톣,togs,tʰoks
톤,ton,tʰon
톥,tonj,tʰonɟ
톦,tonh,tʰonh
톧,tod,tʰot
톨,tol,tʰoɾ
톩,tolg,tʰolg
톪,tolm,tʰolm
톫,tolb,tʰolb
톬,tols,tʰols
톭,tolt,tʰoltʰ
톮,tolp,tʰolpʰ
톯,tolh,tʰolh
톰,tom,tʰom
톱,tob,tʰop
톲,tobs,tʰops
톳,tos,tʰos
톴,toss,tʰos͈
통,tong,tʰoŋ
톶,toj,tʰot͡ɕ
톷,toch,tʰot͡ɕʰ
톸,tok,tʰokʰ
톹,tot,tʰotʰ
톺,top,tʰopʰ
톻,toh,tʰoh
톼,twa,tʰwɐ
톽,twag,tʰwɐk
톾,twagg,tʰwɐk͈
톿,twags,tʰwɐks
퇀,twan,tʰwɐn
퇁,twanj,tʰwɐnɟ
퇂,twanh,tʰwɐnh
퇃,twad,tʰwɐt
퇄,twal,tʰwɐɾ
퇅,twalg,tʰwɐlg
퇆,twalm,tʰwɐlm
퇇,twalb,tʰwɐlb
퇈,twals,tʰwɐls
퇉,twalt,tʰwɐltʰ
퇊,twalp,tʰwɐlpʰ
퇋,twalh,tʰwɐlh
퇌,twam,tʰwɐm
퇍,twab,tʰwɐp
퇎,twabs,tʰwɐps
퇏,twas,tʰwɐs
퇐,twass,tʰwɐs͈
퇑,twang,tʰwɐŋ
퇒,twaj,tʰwɐt͡ɕ
퇓,twach,tʰwɐt͡ɕʰ
퇔,twak,tʰwɐkʰ
퇕,twat,tʰwɐtʰ
퇖,twap,tʰwɐpʰ
퇗,twah,tʰwɐh
퇘,twae,tʰwɛ
퇙,twaeg,tʰwɛk
퇚,twaegg,tʰwɛk͈
퇛,twaegs,tʰwɛks
퇜,twaen,tʰwɛn
퇝,twaenj,tʰwɛnɟ
퇞,twaenh,tʰwɛnh
퇟,twaed,tʰwɛt
퇠,twael,tʰwɛɾ
퇡,twaelg,tʰwɛlg
퇢,twaelm,tʰwɛlm
퇣,twaelb,tʰwɛlb
퇤,twaels,tʰwɛls
퇥,twaelt,tʰwɛltʰ
퇦,twaelp,tʰwɛlpʰ
퇧,twaelh,tʰwɛlh
퇨,twaem,tʰwɛm
퇩,twaeb,tʰwɛp
퇪,twaebs,tʰwɛps
퇫,twaes,tʰwɛs
퇬,twaess,tʰwɛs͈
퇭,twaeng,tʰwɛŋ
퇮,twaej,tʰwɛt͡ɕ
퇯,twaech,tʰwɛt͡ɕʰ
퇰,twaek,tʰwɛkʰ
퇱,twaet,tʰwɛtʰ
퇲,twaep,tʰwɛpʰ
퇳,twaeh,tʰwɛh
퇴,toe,tʰwe
퇵,toeg,tʰwek
퇶,toegg,tʰwek͈
퇷,toegs,tʰweks
퇸,toen,tʰwen
퇹,toenj,tʰwenɟ
퇺,toenh,tʰwenh
퇻,toed,tʰwet
퇼,toel,tʰweɾ
퇽,toelg,tʰwelg
퇾,toelm,tʰwelm
퇿,toelb,tʰwelb
툀,toels,tʰwels
툁,toelt,tʰweltʰ
툂,toelp,tʰwelpʰ
툃,toelh,tʰwelh
툄,toem,tʰwem
툅,toeb,tʰwep
툆,toebs,tʰweps
툇,toes,tʰwes
툈,toess,tʰwes͈
툉,toeng,tʰweŋ
툊,toej,tʰwet͡ɕ
툋,toech,tʰwet͡ɕʰ
툌,toek,tʰwekʰ
툍,toet,tʰwetʰ
툎,toep,tʰwepʰ
툏,toeh,tʰweh
툐,tyo,tʰjo
툑,tyog,tʰjok
툒,tyogg,tʰjok͈
툓,tyogs,tʰjoks
툔,tyon,tʰjon
툕,tyonj,tʰjonɟ
툖,tyonh,tʰjonh
툗,tyod,tʰjot
툘,tyol,tʰjoɾ
툙,tyolg,tʰjolg
툚,tyolm,tʰjolm
툛,tyolb,tʰjolb
툜,tyols,tʰjols
툝,tyolt,tʰjoltʰ
툞,tyolp,tʰjolpʰ
툟,tyolh,tʰjolh
툠,tyom,tʰjom
툡,tyob,tʰjop
툢,tyobs,tʰjops
툣,tyos,tʰjos
툤,tyoss,tʰjos͈
툥,tyong,tʰjoŋ
툦,tyoj,tʰjot͡ɕ
툧,tyoch,tʰjot͡ɕʰ
툨,tyok,tʰjokʰ
툩,tyot,tʰjotʰ
툪,tyop,tʰjopʰ
툫,tyoh,tʰjoh
투,tu,tʰu
툭,tug,tʰuk
툮,tugg,tʰuk͈
툯,tugs,tʰuks
툰,tun,tʰun
툱,tunj,tʰunɟ
툲,tunh,tʰunh
툳,tud,tʰut
툴,tul,tʰuɾ
툵,tulg,tʰulg
툶,tulm,tʰulm
툷,tulb,tʰulb
툸,tuls,tʰuls
툹,tult,tʰultʰ
툺,tulp,tʰulpʰ
툻,tulh,tʰulh
툼,tum,tʰum
툽,tub,tʰup
툾,tubs,tʰups
툿,tus,tʰus
퉀,tuss,tʰus͈
퉁,tung,tʰuŋ
퉂,tuj,tʰut͡ɕ
퉃,tuch,tʰut͡ɕʰ
퉄,tuk,tʰukʰ
퉅,tut,tʰutʰ
퉆,tup,tʰupʰ
퉇,tuh,tʰuh
퉈,tweo,tʰwʌ
퉉,tweog,tʰwʌk
퉊,tweogg,tʰwʌk͈
퉋,tweogs,tʰwʌks
퉌,tweon,tʰwʌn
퉍,tweonj,tʰwʌnɟ
퉎,tweonh,tʰwʌnh
퉏,tweod,tʰwʌt
퉐,tweol,tʰwʌɾ
퉑,tweolg,tʰwʌlg
퉒,tweolm,tʰwʌlm
퉓,tweolb,tʰwʌlb
퉔,tweols,tʰwʌls
퉕,tweolt,tʰwʌltʰ
퉖,tweolp,tʰwʌlpʰ
퉗,tweolh,tʰwʌlh
퉘,tweom,tʰwʌm
퉙,tweob,tʰwʌp
퉚,tweobs,tʰwʌps
퉛,tweos,tʰwʌs
퉜,tweoss,tʰwʌs͈
퉝,tweong,tʰwʌŋ
퉞,tweoj,tʰwʌt͡ɕ
퉟,tweoch,tʰwʌt͡ɕʰ
퉠,tweok,tʰwʌkʰ
퉡,tweot,tʰwʌtʰ
퉢,tweop,tʰwʌpʰ
퉣,tweoh,tʰwʌh
퉤,twe,tʰwe
퉥,tweg,tʰwek
퉦,twegg,tʰwek͈
퉧,twegs,tʰweks
퉨,twen,tʰwen
퉩,twenj,tʰwenɟ
퉪,twenh,tʰwenh
퉫,twed,tʰwet
퉬,twel,tʰweɾ
퉭,twelg,tʰwelg
퉮,twelm,tʰwelm
퉯,twelb,tʰwelb
퉰,twels,tʰwels
퉱,twelt,tʰweltʰ
퉲,twelp,tʰwelpʰ
퉳,twelh,tʰwelh
퉴,twem,tʰwem
퉵,tweb,tʰwep
퉶,twebs,tʰweps
퉷,twes,tʰwes
퉸,twess,tʰwes͈
퉹,tweng,tʰweŋ
퉺,twej,tʰwet͡ɕ
퉻,twech,tʰwet͡ɕʰ
퉼,twek,tʰwekʰ
퉽,twet,tʰwetʰ
퉾,twep,tʰwepʰ
퉿,tweh,tʰweh
튀,twi,tʰwi
튁,twig,tʰwik
튂,twigg,tʰwik͈
튃,twigs,tʰwiks
튄,twin,tʰwin
튅,twinj,tʰwinɟ
튆,twinh,tʰwinh
튇,twid,tʰwit
튈,twil,tʰwiɾ
튉,twilg,tʰwilg
튊,twilm,tʰwilm
튋,twilb,tʰwilb
튌,twils,tʰwils
튍,twilt,tʰwiltʰ
튎,twilp,tʰwilpʰ
튏,twilh,tʰwilh
튐,twim,tʰwim
튑,twib,tʰwip
튒,twibs,tʰwips
튓,twis,tʰwis
튔,twiss,tʰwis͈
튕,twing,tʰwiŋ
튖,twij,tʰwit͡ɕ
튗,twich,tʰwit͡ɕʰ
튘,twik,tʰwikʰ
튙,twit,tʰwitʰ
튚,twip,tʰwipʰ
튛,twih,tʰwih
튜,tyu,tʰju
튝,tyug,tʰjuk
튞,tyugg,tʰjuk͈
튟,tyugs,tʰjuks
튠,tyun,tʰjun
튡,tyunj,tʰjunɟ
튢,tyunh,tʰjunh
튣,tyud,tʰjut
튤,tyul,tʰjuɾ
튥,tyulg,tʰjulg
튦,tyulm,tʰjulm
튧,tyulb,tʰjulb
튨,tyuls,tʰjuls
튩,tyult,tʰjultʰ
튪,tyulp,tʰjulpʰ
튫,tyulh,tʰjulh
튬,tyum,tʰjum
튭,tyub,tʰjup
튮,tyubs,tʰjups
튯,tyus,tʰjus
튰,tyuss,tʰjus͈
튱,tyung,tʰjuŋ
튲,tyuj,tʰjut͡ɕ
튳,tyuch,tʰjut͡ɕʰ
튴,tyuk,tʰjukʰ
튵,tyut,tʰjutʰ
튶,tyup,tʰjupʰ
튷,tyuh,tʰjuh
트,teu,tʰɨ
특,teug,tʰɨk
튺,teugg,tʰɨk͈
튻,teugs,tʰɨks
튼,teun,tʰɨn
튽,teunj,tʰɨnɟ
튾,teunh,tʰɨnh
튿,teud,tʰɨt
틀,teul,tʰɨɾ
틁,teulg,tʰɨlg
틂,teulm,tʰɨlm
틃,teulb,tʰɨlb
틄,teuls,tʰɨls
틅,teult,tʰɨltʰ
틆,teulp,tʰɨlpʰ
틇,teulh,tʰɨlh
틈,teum,tʰɨm
틉,teub,tʰɨp
틊,teubs,tʰɨps
틋,teus,tʰɨs
틌,teuss,tʰɨs͈
틍,teung,tʰɨŋ
틎,teuj,tʰɨt͡ɕ
틏,teuch,tʰɨt͡ɕʰ
틐,teuk,tʰɨkʰ
틑,teut,tʰɨtʰ
틒,teup,tʰɨpʰ
틓,teuh,tʰɨh
틔,tyi,tʰы
틕,tyig,tʰыk
틖,tyigg,tʰыk͈
틗,tyigs,tʰыks
틘,tyin,tʰыn
틙,tyinj,tʰыnɟ
틚,tyinh,tʰыnh
틛,tyid,tʰыt
틜,tyil,tʰыɾ
틝,tyilg,tʰыlg
틞,tyilm,tʰыlm
틟,tyilb,tʰыlb
틠,tyils,tʰыls
틡,tyilt,tʰыltʰ
틢,tyilp,tʰыlpʰ
틣,tyilh,tʰыlh
틤,tyim,tʰыm
틥,tyib,tʰыp
틦,tyibs,tʰыps
틧,tyis,tʰыs
틨,tyiss,tʰыs͈
틩,tying,tʰыŋ
틪,tyij,tʰыt͡ɕ
틫,tyich,tʰыt͡ɕʰ
틬,tyik,tʰыkʰ
틭,tyit,tʰыtʰ
틮,tyip,tʰыpʰ
틯,tyih,tʰыh
티,ti,tʰi
틱,tig,tʰik
틲,tigg,tʰik͈
틳,tigs,tʰiks
틴,tin,tʰin
틵,tinj,tʰinɟ
틶,tinh,tʰinh
틷,tid,tʰit
틸,til,tʰiɾ
틹,tilg,tʰilg
틺,tilm,tʰilm
틻,tilb,tʰilb
틼,tils,tʰils
틽,tilt,tʰiltʰ
틾,tilp,tʰilpʰ
틿,tilh,tʰilh
팀,tim,tʰim
팁,tib,tʰip
팂,tibs,tʰips
팃,tis,tʰis
팄,tiss,tʰis͈
팅,ting,tʰiŋ
팆,tij,tʰit͡ɕ
팇,tich,tʰit͡ɕʰ
팈,tik,tʰikʰ
팉,tit,tʰitʰ
팊,tip,tʰipʰ
팋,tih,tʰih
파,pa,pʰɐ
팍,pag,pʰɐk
팎,pagg,pʰɐk͈
팏,pags,pʰɐks
판,pan,pʰɐn
팑,panj,pʰɐnɟ
팒,panh,pʰɐnh
팓,pad,pʰɐt
팔,pal,pʰɐɾ
팕,palg,pʰɐlg
팖,palm,pʰɐlm
팗,palb,pʰɐlb
팘,pals,pʰɐls
팙,palt,pʰɐltʰ
팚,palp,pʰɐlpʰ
팛,palh,pʰɐlh
팜,pam,pʰɐm
팝,pab,pʰɐp
팞,pabs,pʰɐps
팟,pas,pʰɐs
팠,pass,pʰɐs͈
팡,pang,pʰɐŋ
팢,paj,pʰɐt͡ɕ
팣,pach,pʰɐt͡ɕʰ
팤,pak,pʰɐkʰ
팥,pat,pʰɐtʰ
팦,pap,pʰɐpʰ
팧,pah,pʰɐh
패,pae,pʰɛ
팩,paeg,pʰɛk
팪,paegg,pʰɛk͈
팫,paegs,pʰɛks
팬,paen,pʰɛn
팭,paenj,pʰɛnɟ
팮,paenh,pʰɛnh
팯,paed,pʰɛt
팰,pael,pʰɛɾ
팱,paelg,pʰɛlg
팲,paelm,pʰɛlm
팳,paelb,pʰɛlb
팴,paels,pʰɛls
팵,paelt,pʰɛltʰ
팶,paelp,pʰɛlpʰ
팷,paelh,pʰɛlh
팸,paem,pʰɛm
팹,paeb,pʰɛp
팺,paebs,pʰɛps
팻,paes,pʰɛs
팼,paess,pʰɛs͈
팽,paeng,pʰɛŋ
팾,paej,pʰɛt͡ɕ
팿,paech,pʰɛt͡ɕʰ
퍀,paek,pʰɛkʰ
퍁,paet,pʰɛtʰ
퍂,paep,pʰɛpʰ
퍃,paeh,pʰɛh
퍄,pya,pʰjɐ
퍅,pyag,pʰjɐk
퍆,pyagg,pʰjɐk͈
퍇,pyags,pʰjɐks
퍈,pyan,pʰjɐn
퍉,pyanj,pʰjɐnɟ
퍊,pyanh,pʰjɐnh
퍋,pyad,pʰjɐt
퍌,pyal,pʰjɐɾ
퍍,pyalg,pʰjɐlg
퍎,pyalm,pʰjɐlm
퍏,pyalb,pʰjɐlb
퍐,pyals,pʰjɐls
퍑,pyalt,pʰjɐltʰ
퍒,pyalp,pʰjɐlpʰ
퍓,pyalh,pʰjɐlh
퍔,pyam,pʰjɐm
퍕,pyab,pʰjɐp
퍖,pyabs,pʰjɐps
퍗,pyas,pʰjɐs
퍘,pyass,pʰjɐs͈
퍙,pyang,pʰjɐŋ
퍚,pyaj,pʰjɐt͡ɕ
퍛,pyach,pʰjɐt͡ɕʰ
퍜,pyak,pʰjɐkʰ
퍝,pyat,pʰjɐtʰ
퍞,pyap,pʰjɐpʰ
퍟,pyah,pʰjɐh
퍠,pyae,pʰjɛ
퍡,pyaeg,pʰjɛk
퍢,pyaegg,pʰjɛk͈
퍣,pyaegs,pʰjɛks
퍤,pyaen,pʰjɛn
퍥,pyaenj,pʰjɛnɟ
퍦,pyaenh,pʰjɛnh
퍧,pyaed,pʰjɛt
퍨,pyael,pʰjɛɾ
퍩,pyaelg,pʰjɛlg
퍪,pyaelm,pʰjɛlm
퍫,pyaelb,pʰjɛlb
퍬,pyaels,pʰjɛls
퍭,pyaelt,pʰjɛltʰ
퍮,pyaelp,pʰjɛlpʰ
퍯,pyaelh,pʰjɛlh
퍰,pyaem,pʰjɛm
퍱,pyaeb,pʰjɛp
